scan_id,document_type,hs_code,hs_description,hs_category,hs_restricted,invoice_value,invoice_value_usd,invoice_number,container_id,importer,exporter,net_weight,gross_weight,carton_count,vessel_name,port_of_origin,confidence_badge,missing_field_count,scanned_at,operator_id,jalur,jalur_label
428ae765-1de4-46a1-937e-37a99cbce566,commercial_invoice,,Food preparations NES,Food,False,,0,SI-2025-1746,YMLU3195352,PT Mitsubishi Motors Krama Yudha,,8230.27 KG,9923.73 KG,367,MV Yang Ming Wellness,"Guangzhou, China",low,3,2026-03-16T11:39:00,CDP-002,yellow,1
a5dbd7a5-4627-4373-94dd-dc571aed4073,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 96,566.11",96566.11,PO-2026-8225,MAEU1793541,,,9765.71 KG,11616.35 KG,291,MV Pacific Star,"Rotterdam, Netherlands",low,2,2026-01-23T20:01:00,CDP-002,red,2
7ce738a5-3e90-4093-988e-80fb0102eced,commercial_invoice,8471.30.00,Laptops / portable computers,Electronics,False,"USD 1,364,038.29",1364038.290988405,SO-2025-5724,KKFU4756192,PT Sharp Electronics Indonesia,"BYD Auto Co., Ltd",1241.82 KG,1362.24 KG,66,MV Sinar Bandung,"Long Beach, USA",high,0,2026-05-22T11:44:00,CDP-001,green,0
6f713ad3-cc46-4ee7-8607-ec7b7c7145a1,packing_list,8517.12.00,Smartphones and mobile phones,Electronics,False,"USD 39,260.89",39260.89,SI-2025-0310,,PT Nestle Indonesia,"Sumitomo Chemical Co., Ltd",13013.39 KG,15687.89 KG,322,MV Wan Hai 232,"Yokohama, Japan",medium,1,2026-05-16T19:08:00,CDP-002,yellow,1
571d0f10-0325-4e7e-a906-85e13b539278,packing_list,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 125,854.43",125854.43,PO-2025-8152,HLCU1279720,PT Wings Food,,1415.84 KG,1579.66 KG,37,MV Meratus Palembang,"Yokohama, Japan",high,1,2026-04-20T14:49:00,CDP-002,green,0
f7ea1ced-a7ae-4852-bd08-c6562964e350,packing_list,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 19,566.86",19566.86,INV-2025-8261,TCKU0270940,PT Nestle Indonesia,"Posco Co., Ltd",17792.7 KG,20739.3 KG,442,MV Asian Spirit,"Rotterdam, Netherlands",high,0,2026-02-01T06:50:00,CDP-002,green,0
c47aa7de-be8b-4485-8fd4-8a89daf18aa3,bill_of_lading,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 96,359.79",96359.79,BL-2025-7064,CMAU5452991,PT Garudafood Putra Putri Jaya,LG Electronics Inc.,6214.11 KG,6675.25 KG,412,MV Tanto Aman,"Los Angeles, USA",high,0,2026-04-26T16:28:00,CDP-003,green,0
38795a29-e4b1-4254-9431-43168e05b44d,bill_of_lading,8421.21.00,Water filtration / purifying machinery,Machinery,False,"USD 71,225.75",71225.75,INV-2025-5196,,UD Sejahtera Bersama,,326.08 KG,388.82 KG,13,MV Asian Spirit,"Ho Chi Minh City, Vietnam",high,2,2026-04-01T19:35:00,CDP-003,green,0
afc3273a-688f-4ab6-b4fa-44495c30be25,bill_of_lading,8477.10.00,Injection moulding machines,Machinery,False,"USD 398,184.17",398184.17,CI-2025-1967,CMAU9343471,UD Sejahtera Bersama,SK Hynix Inc.,4293.17 KG,4574.42 KG,330,MV Jaya Kencana,"Kobe, Japan",medium,0,2026-06-24T10:24:00,CDP-003,green,0
fed606ae-9c3a-441e-8888-ad91a142136b,packing_list,8457.10.00,Machining centres for working metal,Machinery,False,"USD 372,509.27",372509.27,,OOLU8526066,PT Frisian Flag Indonesia,,3202.83 KG,3678.68 KG,177,MV Hapag Jakarta Express,"Bangkok, Thailand",high,1,2026-04-17T18:07:00,CDP-003,green,0
fc12c360-5095-432a-9623-9c03633c1858,commercial_invoice,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 6,711.88",6711.88,CI-2026-3193,YMLU0370450,PT Astra Honda Motor,"Midea Group Co., Ltd",11412.22 KG,13887.15 KG,304,MV Maersk Seletar,"Los Angeles, USA",high,0,2026-01-10T15:22:00,CDP-003,green,0
c5300ff0-2576-434f-8091-6a7416c221ba,packing_list,9403.20.00,Metal furniture,Furniture,False,"USD 14,471.45",14471.45,SO-2026-8070,EVGR1387216,PT Wings Food,"Midea Group Co., Ltd",1729.44 KG,2004.14 KG,95,MV MSC Vidisha R,"Shenzhen, China",high,0,2026-05-20T15:48:00,CDP-002,green,0
89818d0c-8e19-47cf-bf11-8a9063d1b4ed,packing_list,8443.31.00,Printing machines,Electronics,False,"USD 48,710.06",48710.06,INV-2026-7867,,PT Delta Dunia Makmur,Bayer AG,2920.18 KG,3530.61 KG,438,MV MSC Vidisha R,"Mumbai, India",high,1,2026-06-13T20:14:00,CDP-001,green,0
e67506ef-4a99-47b2-87da-27461525fbfd,packing_list,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 89,518.32",89518.32,PO-2026-5422,APHU2399185,PT Krakatau Steel,Apple Inc.,378.18 KG,416.16 KG,12,MV Maersk Batam,,medium,1,2026-03-23T14:43:00,CDP-001,green,0
176c403d-ecea-4593-bcff-2974d5236e20,packing_list,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 83,564.19",83564.19,BL-2025-3522,,PT Reckitt Benckiser Indonesia,,5338.68 KG,5682.24 KG,166,MV Hapag Jakarta Express,"Kobe, Japan",high,2,2026-04-28T08:50:00,CDP-003,green,0
9b7305aa-ea1f-43d8-a75b-f1a59fb29744,bill_of_lading,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 184,842.43",184842.43,SO-2026-7705,OOLU9454640,PT Jababeka Infrastruktur,Exxon Mobil Corporation,9967.87 KG,11750.58 KG,244,MV Nusantara Express,,medium,1,2026-06-28T14:41:00,CDP-002,green,0
80a39276-4934-49ca-a1df-c6c2fb8af1e8,packing_list,8443.31.00,Printing machines,Electronics,False,"USD 666,329.93",666329.9284072004,SO-2026-7299,,PT Wings Food,"Foxconn Industrial Internet Co., Ltd",2229.55 KG,2567.52 KG,177,MV Cosco Harmony,"Shanghai, China",high,1,2026-05-21T18:24:00,CDP-003,green,0
dd5e4f01-b508-415e-8dfd-d2cfccdf324f,packing_list,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 122,085.50",122085.5,CI-2025-2505,HLCU0290570,PT Global Trade Solutions,Xiaomi Corporation,12701.96 KG,14930.92 KG,359,MV OOCL Indonesia,"Rotterdam, Netherlands",high,0,2026-06-04T18:53:00,CDP-001,green,0
c69e9d9a-761c-40e0-a2d4-5d6dbbc25deb,commercial_invoice,8443.31.00,Printing machines,Electronics,False,"USD 1,409,575.09",1409575.090042465,SO-2026-3090,YMLU3482104,UD Sejahtera Bersama,Unilever N.V.,954.1 KG,1079.3 KG,35,MV Hapag Jakarta Express,"Yokohama, Japan",high,0,2026-03-01T07:50:00,CDP-002,green,0
89acb272-9829-4a75-9815-3fd0c8c98cf4,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 94,734.18",94734.18,INV-2026-0070,KKFU7648903,PT Panasonic Manufacturing Indonesia,"Samsung Electronics Co., Ltd",3294.47 KG,3913.34 KG,110,MV Meratus Palembang,"Chennai, India",high,0,2026-03-15T21:50:00,CDP-002,green,0
0d9964ee-508a-4420-a9c2-b6aaa7a4c8c4,bill_of_lading,8477.10.00,Injection moulding machines,Machinery,False,"USD 182,496.26",182496.26,SI-2025-1808,APHU1466305,,Royal Dutch Shell plc,15534.15 KG,16808.76 KG,343,MV APL Singapore,"Tianjin, China",medium,1,2026-05-18T08:33:00,CDP-001,yellow,1
cb4f5b23-fab5-4709-9a17-1d1fd4aa48ca,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 25,696.56",25696.56,PO-2025-0140,,PT Pertamina Lubricants,Royal Dutch Shell plc,11865.33 KG,13937.98 KG,336,MV Maersk Batam,"Los Angeles, USA",high,1,2026-04-16T17:01:00,CDP-003,green,0
0e6b2bb0-28b9-4970-bde6-f657f6311de2,packing_list,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 159,254.20",159254.2,BL-2025-0417,KKFU1973773,PT Toyota Motor Manufacturing Indonesia,Procter & Gamble Company,1718.17 KG,2054.32 KG,60,,"Ho Chi Minh City, Vietnam",medium,1,2026-04-04T10:38:00,CDP-002,green,0
87fa58fd-77c1-4eef-a0df-7a11982cabfa,packing_list,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 40,079.06",40079.06,BL-2026-0306,HLCU9950120,PT Samsung Electronics Indonesia,Caterpillar Inc.,4730.32 KG,5364.92 KG,428,MV CMA CGM Coral,"Ningbo, China",medium,0,2026-04-21T16:35:00,CDP-002,green,0
03996d7b-9b24-4d01-a21f-e2f8f2f9581d,packing_list,9013.80.00,Liquid crystal devices (LCDs),Electronics,False,"USD 203,304.07",203304.07,CI-2025-3924,,PT Indofood Sukses Makmur,"Sumitomo Chemical Co., Ltd",6705.51 KG,7706.81 KG,362,MV Cosco Harmony,"Busan, Korea",medium,1,2026-03-14T22:06:00,CDP-002,yellow,1
a5bebdcd-93d0-4572-8dde-68dee8f9b9bd,commercial_invoice,3401.11.00,Soap for toilet use,FMCG,False,"USD 5,897.41",5897.41,,APHU0598816,PT Astra Honda Motor,BMW AG,14383.71 KG,15826.4 KG,370,MV Nusantara Express,,high,1,2026-04-13T18:06:00,CDP-002,green,0
76173913-22db-4f20-94f0-d11bc65b61c1,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 563,640.54",563640.5373452271,CI-2026-6746,,PT Kalbe Farma,Hyundai Motor Company,3279.74 KG,3913.16 KG,211,MV Meratus Palembang,"Ningbo, China",high,1,2026-06-17T13:46:00,CDP-002,green,0
4a00363e-79ca-47c6-96ed-2d9cc3cd91b4,bill_of_lading,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 14,611.86",14611.86,INV-2026-8129,,PT Mitsubishi Motors Krama Yudha,Procter & Gamble Company,4529.7 KG,4928.8 KG,236,MV Asian Spirit,"Ho Chi Minh City, Vietnam",low,1,2026-04-24T06:04:00,CDP-002,green,0
d2c7daac-b16f-4df1-a23f-7c711f6ee850,packing_list,2106.90.00,Food preparations NES,Food,False,"USD 16,390.64",16390.64,INV-2026-1287,YMLU8839522,,,1718.15 KG,1850.62 KG,112,MV Cosco Harmony,"Guangzhou, China",low,2,2026-02-06T08:32:00,CDP-001,red,2
b37e70a1-5b3f-476b-b7e4-c1f0943a8f47,commercial_invoice,8708.29.00,Body parts for motor vehicles,Auto Parts,False,"USD 38,351.56",38351.56,INV-2025-9114,APHU3339317,,"Posco Co., Ltd",603.32 KG,725.31 KG,19,MV Evergreen Universe,"Ho Chi Minh City, Vietnam",low,1,2026-05-13T15:25:00,CDP-001,red,2
fe49a6be-2d6f-4ab0-ac82-08b750b7fe11,commercial_invoice,8528.72.00,LCD / LED televisions,Electronics,False,"USD 55,127.85",55127.85,SO-2025-0876,,PT ABB Sakti Industri,,3803.17 KG,4489.34 KG,223,MV Hapag Jakarta Express,"Ho Chi Minh City, Vietnam",medium,2,2026-01-11T07:43:00,CDP-003,red,2
e0867d68-02dc-4898-894e-38d490b597a0,packing_list,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 28,825.46",28825.46,INV-2026-2533,EVGR9233207,,Philips N.V.,7154.62 KG,8000.34 KG,418,MV CMA CGM Coral,Singapore,medium,1,2026-02-27T21:11:00,CDP-003,green,0
c0bdaf17-ccbe-4b68-8bcf-b0cfc51231c8,packing_list,3401.11.00,Soap for toilet use,FMCG,False,"USD 19,892.84",19892.84,BL-2026-0376,YMLU4572185,PT Procter Gamble Home Products Indonesia,CNOOC Limited,10061.79 KG,,385,MV Meratus Palembang,"Tianjin, China",low,0,2026-03-26T17:35:00,CDP-001,green,0
6fa672ae-048f-4ac5-a540-f00ea3041071,commercial_invoice,9013.80.00,Liquid crystal devices (LCDs),Electronics,False,"USD 202,772.43",202772.43,CI-2026-9795,HLCU8171599,PT Honda Prospect Motor,"Huawei Technologies Co., Ltd",1337.73 KG,1528.19 KG,88,MV Bunga Teratai,"Rotterdam, Netherlands",high,0,2026-03-04T06:21:00,CDP-003,green,0
89fcff1c-c805-4956-a897-02cfaf95fcdd,packing_list,5208.21.00,Woven fabrics of cotton,Textiles,False,,0,,,PT Jababeka Infrastruktur,Procter & Gamble Company,3267.8 KG,3537.71 KG,135,MV Meratus Palembang,"Hamburg, Germany",low,2,2026-01-31T16:29:00,CDP-002,yellow,1
3f766354-77f4-4af9-b2cf-f80cfd7b80d1,packing_list,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 182,689.62",182689.62,PO-2026-6745,EVGR9972596,PT Cikarang Listrindo,SK Hynix Inc.,4977.89 KG,5541.94 KG,310,MV Jaya Kencana,"Bangkok, Thailand",high,0,2026-05-08T18:26:00,CDP-002,green,0
161f687f-6c18-45f7-b699-7c551f22efd7,bill_of_lading,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 13,497.66",13497.66,CI-2026-6978,APHU8703953,PT Siemens Indonesia,Siemens AG,7432.53 KG,8043.63 KG,296,MV Yang Ming Wellness,"Yokohama, Japan",high,0,2026-04-07T22:50:00,CDP-001,green,0
3d82892f-6614-4d40-b1eb-6c381c50cef4,commercial_invoice,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 732,959.46",732959.4624927973,CI-2025-3869,,PT Sharp Electronics Indonesia,Lenovo Group Limited,1193.88 KG,1356.81 KG,31,MV CMA CGM Coral,"Rotterdam, Netherlands",high,1,2026-01-30T22:35:00,CDP-001,red,2
75bf2a20-2720-4a03-a424-152392e81074,packing_list,3901.10.00,Polyethylene density < 0.94,Chemicals,False,"USD 57,067.25",57067.25,PO-2025-6091,EVGR5604381,,Philips N.V.,5650.91 KG,6369.61 KG,416,MV MSC Gaia,"Ningbo, China",low,1,2026-04-27T09:41:00,CDP-002,red,2
ef9f507a-8d86-46f6-b434-1c84c58c72ba,packing_list,8708.99.00,Other parts for motor vehicles,Auto Parts,False,"USD 19,827.42",19827.42,CI-2025-9340,YMLU7849104,PT Holcim Indonesia,Sinopec Corp,,659.43 KG,134,MV Maersk Batam,"Tianjin, China",medium,0,2026-01-13T08:33:00,CDP-002,green,0
6e19b135-14c9-446f-be08-ecf69e54eff3,commercial_invoice,8528.72.00,LCD / LED televisions,Electronics,False,"USD 56,764.69",56764.69,BL-2025-7342,YMLU9862311,PT Pertamina Lubricants,LG Chem Ltd,10116.12 KG,11053.55 KG,291,MV Hapag Jakarta Express,"Busan, Korea",high,0,2026-05-02T21:03:00,CDP-002,green,0
981fb7ba-4fc8-480b-a5f4-b616e137b37c,commercial_invoice,3901.10.00,Polyethylene density < 0.94,Chemicals,False,"USD 20,391.25",20391.25,SO-2025-8086,KKFU6098477,PT Global Trade Solutions,Xiaomi Corporation,2438.53 KG,2781.39 KG,75,MV MSC Gaia,"Antwerp, Belgium",medium,0,2026-03-12T19:57:00,CDP-001,green,0
33b20c24-eb57-4324-93a7-f78b8a073c9c,bill_of_lading,8407.34.00,Reciprocating piston engines,Machinery,False,,0,SI-2026-6594,MSCU2955070,CV Mandiri Jaya,3M Company,11387.21 KG,13162.89 KG,465,MV Nusantara Express,"Shanghai, China",low,1,2026-04-17T06:25:00,CDP-001,green,0
086f8541-4681-439a-906d-2dedb829eb53,packing_list,6204.62.00,Womens trousers of cotton,Textiles,False,"USD 1,907.93",1907.93,SO-2025-5424,HLCU1835096,PT Sinar Harapan Nusantara,Sinopec Corp,903.06 KG,993.55 KG,60,MV Bunga Teratai,"Shanghai, China",high,0,2026-06-17T18:17:00,CDP-001,green,0
b840c701-6676-4c60-b126-83b3f9676226,packing_list,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 91,396.57",91396.57,INV-2025-2064,TCKU1441715,CV Multi Global Trading,Kia Corporation,2316.08 KG,2775.93 KG,490,MV Maersk Seletar,"Chennai, India",high,0,2026-03-06T20:50:00,CDP-001,green,0
c734e58a-a1a0-4de7-bb76-33f69b0f4c0d,commercial_invoice,8443.31.00,Printing machines,Electronics,False,"USD 32,072.10",32072.1,SO-2026-9350,CMAU9982426,PT Beiersdorf Indonesia,Sinopec Corp,8232.53 KG,9042.02 KG,245,MV Jaya Kencana,"Rotterdam, Netherlands",high,0,2026-06-26T08:10:00,CDP-001,green,0
7a9b3746-38d0-4663-937c-b09b6a122801,commercial_invoice,8708.29.00,Body parts for motor vehicles,Auto Parts,False,"USD 51,195.09",51195.09,CI-2026-8575,CMAU9971300,PT Panasonic Manufacturing Indonesia,3M Company,2548.73 KG,2803.14 KG,75,MV Mataram Star,"Shenzhen, China",high,0,2026-02-02T20:26:00,CDP-002,green,0
4d591653-0626-4ea2-bc27-6b640a067a7b,bill_of_lading,0901.11.00,Coffee not roasted not decaffeinated,Food,False,"USD 653,714.15",653714.1477506943,SO-2026-4504,,PT Beiersdorf Indonesia,Toyota Motor Corporation,8444.66 KG,9509.07 KG,339,MV Mataram Star,"Chennai, India",high,1,2026-01-08T08:53:00,CDP-001,green,0
0fbe12e1-4a51-4128-a738-e8cd29ebffcc,bill_of_lading,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 180,194.25",180194.25,SI-2025-4404,KKFU3597285,CV Mandiri Jaya,LG Chem Ltd,7547.41 KG,8514.24 KG,213,MV Pacific Star,"Guangzhou, China",high,0,2026-02-19T16:22:00,CDP-003,green,0
2239c0ac-5bf5-4929-9a51-a3b4c432da53,commercial_invoice,8708.99.00,Other parts for motor vehicles,Auto Parts,False,"USD 16,835.82",16835.82,INV-2026-4294,APHU3710239,,,10727.18 KG,12855.86 KG,302,MV Maersk Seletar,"Los Angeles, USA",medium,2,2026-02-01T09:27:00,CDP-002,yellow,1
8f3f14e3-996a-4ee3-9d5b-28ee4ecab08d,bill_of_lading,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 189,426.69",189426.69,CI-2026-8645,KKFU0877377,PT Epson Indonesia,"BYD Auto Co., Ltd",5382.77 KG,6326.52 KG,152,MV OOCL Indonesia,"Los Angeles, USA",medium,0,2026-01-13T06:47:00,CDP-002,green,0
5a3e149f-689d-4b2d-94df-d1a15de301fa,bill_of_lading,3901.10.00,Polyethylene density < 0.94,Chemicals,False,"USD 19,860.91",19860.91,SI-2026-9033,YMLU9809707,PT Samsung Electronics Indonesia,"BYD Auto Co., Ltd",5500.73 KG,6017.7 KG,198,MV Meratus Palembang,"Ningbo, China",high,0,2026-01-26T16:37:00,CDP-001,green,0
451c26b0-79e4-40f7-a19d-43c9edae5109,bill_of_lading,9403.20.00,Metal furniture,Furniture,False,"USD 5,976.64",5976.64,SI-2025-0924,OOLU0845863,PT Garudafood Putra Putri Jaya,LG Chem Ltd,582.54 KG,660.31 KG,30,MV Wan Hai 232,"Port Klang, Malaysia",high,0,2026-01-01T17:23:00,CDP-001,green,0
705887b6-81b9-4572-ae9d-c276db8f4eed,commercial_invoice,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 17,909.96",17909.96,PO-2026-7973,EVGR8976577,,"Huawei Technologies Co., Ltd",5798.98 KG,6648.42 KG,437,MV Nusantara Express,"Rotterdam, Netherlands",low,1,2026-01-03T17:17:00,CDP-002,red,2
a67221f2-6a03-4f6f-bb8a-d5af7f971f5b,commercial_invoice,2106.90.00,Food preparations NES,Food,False,"USD 307,622.00",307622.0038369512,PO-2025-7341,,PT Schneider Electric Manufacturing,Haier Group Corporation,3826.06 KG,4184.91 KG,166,MV Maersk Batam,"Chennai, India",medium,1,2026-05-14T17:14:00,CDP-002,red,2
4ef5efa8-512c-4221-ad35-9bededcde4b3,commercial_invoice,2106.90.00,Food preparations NES,Food,False,"USD 8,660.29",8660.29,,YMLU3164891,PT Schneider Electric Manufacturing,Siemens AG,3174.38 KG,3643.59 KG,107,MV CMA CGM Callisto,"Port Klang, Malaysia",medium,0,2026-01-08T12:51:00,CDP-003,green,0
f1b6e37e-9f9f-4e65-88d6-9f38b7a31fb7,packing_list,2902.20.00,Benzene,Chemicals,True,"USD 20,478.63",20478.63,CI-2025-6263,,PT Siemens Indonesia,Bosch GmbH,15836.99 KG,17714.15 KG,460,MV Cosco Harmony,"Bangkok, Thailand",medium,1,2026-01-03T21:46:00,CDP-002,red,2
e93c4080-62a6-43c8-aa42-67eeb3a50868,commercial_invoice,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 73,104.88",73104.88,,EVGR1343999,PT Karya Abadi Nusantara,Sony Group Corporation,15703.85 KG,18063.9 KG,439,MV Tanto Aman,"Rotterdam, Netherlands",medium,0,2026-03-28T14:49:00,CDP-003,green,0
4f45a778-bf1d-42b5-b36a-b721168c5efe,commercial_invoice,,Mens trousers of cotton,Textiles,False,"USD 14,466.31",14466.31,SI-2025-2538,MAEU7466769,PT Indofood Sukses Makmur,Philips N.V.,6996.29 KG,8430.03 KG,406,MV Sinar Bandung,Singapore,low,1,2026-01-29T21:41:00,CDP-002,yellow,1
2fd70d6a-b271-4bae-91fe-194eb23b95fe,commercial_invoice,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 1,677.47",1677.47,INV-2026-8001,APHU8785316,PT Cipta Karya Unggul,Toyota Motor Corporation,4519.25 KG,5285.78 KG,220,MV Nusantara Express,"Long Beach, USA",high,0,2026-04-27T08:31:00,CDP-002,green,0
3cd6b5e5-1f2e-492e-acf0-7e35bcf7c73f,bill_of_lading,3401.11.00,Soap for toilet use,FMCG,False,"USD 10,704.91",10704.91,PO-2026-9229,MAEU9594038,CV Mandiri Jaya,"Midea Group Co., Ltd",2670.5 KG,2901.18 KG,483,MV Wan Hai 232,"Hamburg, Germany",high,0,2026-06-27T15:57:00,CDP-003,green,0
86c88879-b093-42d0-bb8b-4ce86d523256,packing_list,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 6,367.56",6367.56,CI-2025-1235,EVGR7497530,PT Mayora Indah,Toray Industries Inc.,6848.39 KG,7321.17 KG,334,MV MSC Gaia,"Antwerp, Belgium",high,0,2026-06-16T19:28:00,CDP-001,green,0
150a9476-c779-4a60-971d-51ffbea615fd,packing_list,9401.61.00,Seats with wooden frames,Furniture,False,"USD 2,440.75",2440.75,INV-2025-3488,HLCU0103241,PT Procter Gamble Home Products Indonesia,Philips N.V.,16995.84 KG,18153.66 KG,497,MV Maersk Seletar,"Bangkok, Thailand",high,0,2026-05-10T16:06:00,CDP-003,green,0
94ada98c-30a2-4a09-8151-b4a53e29ef13,packing_list,9401.61.00,Seats with wooden frames,Furniture,False,"USD 22,890.57",22890.57,PO-2025-4088,,PT Honda Prospect Motor,"Sumitomo Chemical Co., Ltd",4596.14 KG,5450.64 KG,213,MV Wan Hai 232,"Antwerp, Belgium",high,1,2026-06-13T19:36:00,CDP-002,green,0
f044f5d1-f891-4442-9501-385bd253d506,bill_of_lading,8517.12.00,Smartphones and mobile phones,Electronics,False,"USD 56,317.76",56317.76,CI-2025-9104,MSCU5279733,UD Sejahtera Bersama,"Posco Co., Ltd",1233.6 KG,1415.19 KG,80,MV Nusantara Express,Singapore,medium,0,2026-06-22T10:02:00,CDP-003,green,0
